Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Pet Cemetary,The Creature Wall > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107274781/pet-cemetary,1.9,-1,"Trad, TR",5.8,1,90,44.1411,-73.74312
Yodellaybackloon,TeePee Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107595867/yodellaybackloon,1.9,-1,Trad,5.6,1,40,43.5378,-73.9677
Beam Me Up,Tanager Face > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112858878/beam-me-up,2.0,-1,Trad,5.6 PG13,4,450,44.13715,-73.74584
Pulled Tooth,Potash Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/109100896/pulled-tooth,2.0,-1,Sport,5.8,1,40,43.3751,-73.82928
Crack of Dawn,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108981385/crack-of-dawn,2.0,-1,Trad,5.7,4,200,43.5378,-73.9677
Rickety Pinnacle,Lower Washbowl Cliffs > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107365276/rickety-pinnacle,2.0,-1,Trad,5.2,1,15,44.1445,-73.7512
Fat Crack,Sleeping Beauty Mountain > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107219392/fat-crack,2.0,-1,Trad,5.7,1,50,43.5518,-73.54954
"Drama Queen  (a.k.a. ""Short Fiction"")",Eagle Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107608527/drama-queen-aka-short-fiction,2.0,-1,Trad,5.5,1,40,43.5108,-73.6158
Berlys Arête,State Brook > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/112004538/berlys-arete,2.0,-1,Trad,5.9,1,60,43.26951,-74.56834
Revolver,Stewarts Ledge > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107220913/revolver,2.0,-1,Trad,5.10b,1,50,43.50607,-73.62633
Freckles and No Lipstick,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107564702/freckles-and-no-lipstick,1.8,-1,Sport,5.9,1,45,43.2608,-74.5222
Love It,South Colton > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/111309549/love-it,1.8,-1,"Trad, TR",5.7,1,40,44.4873,-74.8517
Railroad Dickie,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108300161/railroad-dickie,1.8,-1,Sport,5.10a,1,25,43.53608,-74.15106
Frankenpine,Stewarts Ledge > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108076816/frankenpine,1.9,-1,Trad,5.6 PG13,1,60,43.50607,-73.62633
The Shack,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/117393772/the-shack,2.0,-1,"Sport, TR",5.8,1,100,43.53608,-74.15106
As She Is,Notch Mountain > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/117782089/as-she-is,2.0,-1,Trad,5.6 PG13,2,120,44.33554,-73.89694
Life and Debt,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107783909/life-and-debt,1.9,-1,"Trad, TR",5.8,1,70,43.53608,-74.15106
hoedown,Left End > Deadwater > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/107233853/hoedown,1.9,-1,Trad,5.8,1,70,44.06057,-73.66462
Shemtastic,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110644916/shemtastic,2.0,-1,Trad,5.7,1,40,43.56076,-73.5939
The Wright Crack,Wright Peak > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/113259459/the-wright-crack,2.0,-1,"Trad, Alpine",5.7,1,65,44.15174,-73.97953
GK's First BJ,South Colton > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/112193256/gks-first-bj,2.0,-1,"Sport, TR",5.9,1,35,44.4873,-74.8517
The Rapture,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106518301/the-rapture,2.0,-1,Trad,5.12a,1,80,44.40783,-73.50371
Buck Hunter,New Buck > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/109101711/buck-hunter,2.0,-1,Sport,5.10a,1,80,43.49929,-73.59952
Gunky Route,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107931107/gunky-route,2.0,-1,Trad,5.9 PG13,1,75,43.53608,-74.15106
Every Creature's Theme,Viewpoint Slab > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106530057/every-creatures-theme,2.0,-1,Trad,5.5,1,130,43.5378,-73.9677
Social Climber,Under the Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107619465/social-climber,2.0,-1,Trad,5.0,1,50,43.53828,-73.95797
China Groove,Shipton's Arete > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107208003/china-groove,1.7,-1,Trad,5.5 PG13,1,90,44.13811,-73.74669
Fang Time,Diagonal Ramp Wall > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107762260/fang-time,2.0,-1,Trad,5.9,1,75,43.5378,-73.9677
Grips of Wrath,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107633095/grips-of-wrath,1.6,-1,Sport,5.7,1,30,43.53608,-74.15106
Soil Sample,Underwood Canyon > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119639581/soil-sample,2.0,-1,TR,5.9,1,80,44.08727,-73.68867
Tom Strong,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119551579/tom-strong,2.0,-1,Trad,5.9,3,230,44.51125,-73.83192
Trundle Bundle,Twin Falls Cliff > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/116807330/trundle-bundle,2.0,-1,"Trad, TR",5.6,1,35,44.33737,-75.02798
Mountain Bruin,Lost Hunters > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/117886844/mountain-bruin,2.0,-1,Trad,5.9,1,50,43.27049,-74.51824
Octoberfast,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117567948/octoberfast,2.0,-1,Trad,5.9,1,120,44.14472,-73.75802
Crimps Are For Pimps,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107721234/crimps-are-for-pimps,2.0,-1,Trad,5.11- R,1,80,43.2608,-74.5222
I am not a Toy!,Lake Pleasant Quarry > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/116955574/i-am-not-a-toy,2.0,-1,"Sport, TR",5.10a,1,35,43.46001,-74.43685
Almost Rectum,Beaver Brook > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/111979304/almost-rectum,2.0,-1,Sport,5.9,1,100,44.36496,-73.80958
Bastard,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/110679388/bastard,2.0,-1,Trad,5.11a R,1,90,44.40783,-73.50371
Monkey Bars and Geetar Stars,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/110927612/monkey-bars-and-geetar-stars,1.8,-1,Trad,5.7,1,65,43.9051,-75.1959
Iron Heel,Moss Lake Slab > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/107613400/iron-heel,2.0,-1,Trad,5.4,1,180,43.78172,-74.86422
Supercharged,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/111951489/supercharged,2.0,-1,Trad,5.10c,1,80,44.14472,-73.75802
Rex,Lake Pleasant Quarry > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/111277304/rex,2.0,-1,"Trad, TR",5.8,1,35,43.46001,-74.43685
"Solo, Gracias",Sky High Wall > Sky High > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109651557/solo-gracias,2.0,-1,Trad,5.7 PG13,1,100,43.54061,-73.95651
Independence Pass Variation,Otter Lake Cliff > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107020203/independence-pass-variation,2.0,-1,Sport,5.9,1,40,43.1936,-74.4966
The Keyhole,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/107564715/the-keyhole,2.0,-1,Sport,5.11a PG13,1,55,43.2608,-74.5222
I am Lesion,Lower Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106607720/i-am-lesion,2.0,-1,Sport,5.10a,1,35,43.53814,-73.95876
Goosesteps,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109651459/goosesteps,2.0,-1,Trad,5.10b,1,40,43.5378,-73.9677
Straighten Up,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/109002679/straighten-up,2.0,-1,Trad,5.8,1,90,43.5378,-73.9677
Animal Charm,Upper South Corner Cliffs > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/108992684/animal-charm,2.0,-1,Trad,5.10b/c PG13,1,80,43.5378,-73.9677
Nescafe',Nestle Wall > Spanky's Area > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/106907177/nescafe,2.0,-1,Trad,5.5 PG13,2,230,44.12912,-73.72468
No Picnic,Shipton's Arete > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/107207986/no-picnic,1.8,-1,Trad,5.6 R,1,90,44.13811,-73.74669
Roofer Madness,Height Of Land Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/106950158/roofer-madness,2.0,-1,Trad,5.10a R,1,110,43.5378,-73.9677
The Tower of Babel,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/114543918/the-tower-of-babel,1.8,-1,Trad,5.4,1,50,43.9051,-75.1959
Cross Dresser,Eagle Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/107609705/cross-dresser,1.8,-1,Trad,5.7,1,50,43.5108,-73.6158
Lead 102,Under the Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107897106/lead-102,1.8,-1,Trad,5.1,1,50,43.53828,-73.95797
Straight Shot,Poke-O-Moonshine Second Tier > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/121406636/straight-shot,2.0,-1,Trad,5.8,1,50,44.4086,-73.507
Junior Varsity,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/106841222/junior-varsity,1.7,-1,Trad,5.5,1,75,44.40783,-73.50371
Tour Arete Syndrome,Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110644938/tour-arete-syndrome,1.7,-1,Sport,5.8,1,40,43.56076,-73.5939
The Mossiah,Moss Cliff > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/121448186/the-mossiah,2.0,-1,Trad,5.10b,2,210,44.34048,-73.89977
TMT (Too Much Thought),Ark Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/118898998/tmt-too-much-thought,2.0,-1,Sport,5.9,1,70,43.56076,-73.5939
Chicken Wire,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/119395202/chicken-wire,2.0,-1,Trad,5.11d,1,45,44.1454,-73.75082
Work From Home,Ranney Cliff > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/119493488/work-from-home,2.0,-1,Trad,5.8,1,70,44.17831,-73.77665
Healthy Hobbits,Notch Mountain > D: Wilmington Region > Adirondacks > New York,https://www.mountainproject.com/route/119734165/healthy-hobbits,2.0,-1,"Trad, TR",5.7+ PG13,1,80,44.33554,-73.89694
Climber's Yodel,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/107633078/climbers-yodel,1.5,-1,Sport,5.7,1,40,43.53608,-74.15106
Easy Edge,Baker Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/107324469/easy-edge,1.5,-1,"Trad, TR",5.4,1,70,44.3343,-74.1045
Open for Business,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/114543933/open-for-business,2.0,-1,TR,5.9,1,80,43.9051,-75.1959
The Key,The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/112331731/the-key,2.0,-1,Trad,5.9,3,150,44.1454,-73.75082
Easy Ramp,Eagle Falls > I: Old Forge Region > Adirondacks > New York,https://www.mountainproject.com/route/114543945/easy-ramp,2.0,-1,"Trad, TR",5.1,1,60,43.9051,-75.1959
Basti,Shanty Slab > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/118828830/basti,2.0,-1,"Trad, TR",5.3,1,120,43.53322,-74.14966
Hot Bricks,Poke-O Slab > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,https://www.mountainproject.com/route/119757545/hot-bricks,2.0,-1,Trad,5.6,1,120,44.39632,-73.50691
Hooligans,Hurricane Crag > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/121224702/hooligans,2.0,-1,Trad,5.9 PG13,3,250,44.21541,-73.69944
So Not a Nugget,Nugget Knob > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/119392459/so-not-a-nugget,2.0,-1,"Trad, TR",5.3,1,35,43.5362,-74.15078
Wildflower,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119929767/wildflower,2.0,-1,Trad,5.10b,1,70,44.51125,-73.83192
Leftorium,"Last of the Mohicans, Left Wall > Last of the Mohicans > Rogers Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/120630860/leftorium,2.0,-1,Sport,5.9,1,60,43.79913,-73.47622
Another Beer Walls Black Streak,Lower Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,https://www.mountainproject.com/route/117567778/another-beer-walls-black-streak,2.0,-1,Trad,5.9- PG13,1,100,44.14472,-73.75802
Ghetto,Main Cliff > Shanty Cliff > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/117393758/ghetto,2.0,-1,"Trad, TR",5.8,1,90,43.53608,-74.15106
Clifford the Big Red Dog,Hooper Garnet mine > G: Indian Lake Region > Adirondacks > New York,https://www.mountainproject.com/route/114359616/clifford-the-big-red-dog,2.0,-1,"Trad, TR",5.6,1,65,43.70905,-74.10161
Into the Groove,Mud Pond > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119552686/into-the-groove,2.0,-1,Trad,-5.9,1,85,44.51125,-73.83192
Chocolate Right,The Annex > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/118936235/chocolate-right,2.0,-1,Sport,5.9,1,40,43.25987,-74.52442
Uncomfortably Numb,C Chimney Cliff > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/119929640/uncomfortably-numb,2.0,-1,Trad,5.10b,1,85,44.5208,-73.8243
Pay As You Go,Wallface > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/106994094/pay-as-you-go,2.0,-1,Trad,5.10 R,4,500,44.137,-74.035
Teriyaki Hairpiece,Lost T > H: Southern Mountains > Adirondacks > New York,https://www.mountainproject.com/route/118930641/teriyaki-hairpiece,2.0,-1,"Trad, TR",5.10b,1,40,43.2608,-74.5222
Lower Dome,Pitchoff Ridge Domes > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/112158970/lower-dome,2.0,-1,Trad,5.2 PG13,2,200,44.24818,-73.85452
Crash Course,"Last of the Mohicans, Left Wall > Last of the Mohicans > Rogers Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/120630982/crash-course,2.0,-1,Sport,5.10c,1,50,43.79913,-73.47622
Cross Examination,The Courthouse > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/117304626/cross-examination,2.0,-1,Trad,5.5 PG13,1,70,44.17651,-73.84421
Leftovers,"Last of the Mohicans, Left Wall > Last of the Mohicans > Rogers Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/120631018/leftovers,2.0,-1,Sport,5.9,1,50,43.79913,-73.47622
Revelations,Panther Gorge > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112110316/revelations,2.0,-1,Trad,5.8+ X,4,600,44.11333,-73.90655
Crackaphobic,West-Facing Crag > Cat Mountain > J: Cranberry Lake > Adirondacks > New York,https://www.mountainproject.com/route/114384267/crackaphobic,2.0,-1,"Trad, TR",5.7 PG13,1,40,44.1013,-74.8655
Devil's Lunchbox,Purple Rain Wall > Silver Lake > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/117239103/devils-lunchbox,2.0,-1,Trad,5.9,1,90,44.51959,-73.81865
Lunar Manscaping,Main Wall > Shelving Rock > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/108347473/lunar-manscaping,2.0,-1,Trad,5.8,1,90,43.5605,-73.60366
Weenie Jam,Azure Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/111819797/weenie-jam,2.0,-1,Trad,5.5 PG13,1,165,44.54125,-74.50099
Planet Claire,Azure Mountain > K: Northern Region > Adirondacks > New York,https://www.mountainproject.com/route/111834152/planet-claire,2.0,-1,Trad,5.6 PG13,2,175,44.54125,-74.50099
Black Dog,Potash Cliff > F: Lake George Region > Adirondacks > New York,https://www.mountainproject.com/route/110272801/black-dog,2.0,-1,Sport,5.12a,1,55,43.3751,-73.82928
Upper Dome,Pitchoff Ridge Domes > C: Keene Region > Adirondacks > New York,https://www.mountainproject.com/route/112159006/upper-dome,2.0,-1,Trad,5.7 R,1,10,44.24818,-73.85452
Windjammer,Panther Gorge > E: High Peaks Region > Adirondacks > New York,https://www.mountainproject.com/route/112179356/windjammer,2.0,-1,Trad,5.7,1,140,44.11333,-73.90655
